"Indikatorens navn";"Fylke nummer";"Fylke navn";"Regnskapsår";"Årlig areal i dekar";"Kumulativ areal i dekar";"Usikkerhet for årlig areal";"Usikkerhet for kumulativ areal"
"ENCREC_003";"39";"Vestfold";"2018";992062.03;992062.03;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2019";991889.82;991574.88;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2020";991585.51;990783.42;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2021";991482.75;989889.2;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2022";991543.73;989055.96;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2023";991745.37;988424.36;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2024";992182.53;988229.92;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"Endring 2018-2024";NA;-3832.1100000001;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2018";1546420.63;1546420.63;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2019";1546384.99;1546191.17;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2020";1546105.96;1545682.68;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2021";1545933.94;1545002.17;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2022";1545971.15;1544358.87;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2023";1546144.2;1543888.62;"Green";"Yellow"
"ENCREC_003";"40";"Telemark";"2024";1545694.28;1542968.45;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"Endring 2018-2024";NA;-3452.17999999993;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2018";2112139.24;2112139.24;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2019";2112008.91;2111460.52;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2020";2111612.6;2110385.49;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2021";2111894.13;2109591.99;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2022";2111284.04;2108188.4;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2023";2112014.55;2107515.32;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2024";2112294.79;2107122.48;"Orange";"Yellow"
"ENCREC_003";"42";"Agder";"Endring 2018-2024";NA;-5016.75999999978;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2018";20523391.72;20523391.72;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2019";20523044.52;20522542.03;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2020";20522533.87;20521181.69;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2021";20522396.55;20519684.03;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2022";20522325.83;20518115.65;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2023";20522744.98;20516966.42;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2024";20521636.63;20514708.84;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"Endring 2018-2024";NA;-8682.88000000268;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2018";31314520.92;31314520.92;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2019";31313827.23;31313006.57;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2020";31313343.04;31311008.03;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2021";31313452.23;31309118.68;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2022";31313844.52;31307621.62;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2023";31313677.19;31305957.23;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2024";31314677.72;31305293.37;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"Endring 2018-2024";NA;-9227.55000000075;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2018";19367173.11;19367173.11;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2019";19367081.76;19366999.92;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2020";19366992.15;19366737.12;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2021";19366862.38;19366344.55;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2022";19366900.25;19365989.85;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2023";19366770.24;19365505.14;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2024";19366461.69;19364711.88;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"Endring 2018-2024";NA;-2461.23000000045;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2018";21092308.35;21092308.35;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2019";21092144.44;21092096.2;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2020";21092170.94;21091910.55;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2021";21092090.28;21091644.24;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2022";21092093.19;21091380.84;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2023";21092072.46;21091096.71;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2024";21092282.01;21091022.13;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"Endring 2018-2024";NA;-1286.22000000253;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2018";329078.22;329078.22;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2019";329104.7;329000.72;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2020";329088.52;328907.04;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2021";329026.6;328751.44;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2022";329064.02;328633.26;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2023";329063.99;328515.05;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"2024";329120.78;328453.63;"Yellow";"Yellow"
"ENCREC_003";"03";"Oslo";"Endring 2018-2024";NA;-624.590000000026;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"2018";3486090.28;3486090.28;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"2019";3486015.16;3485556.3;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"2020";3484981.74;3483988.9;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"2021";3485709.35;3483149.11;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"2022";3485979.68;3482579.65;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"2023";3485968.9;3481999.41;"Green";"Yellow"
"ENCREC_003";"11";"Rogaland";"2024";3486064.95;3481515.22;"Yellow";"Yellow"
"ENCREC_003";"11";"Rogaland";"Endring 2018-2024";NA;-4575.06000000006;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2018";3957325.12;3957325.12;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2019";3957215.64;3957103.7;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2020";3957128.38;3956795.02;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2021";3957026.18;3956384.14;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2022";3956914.87;3955861.95;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2023";3957039.79;3955464.68;"Green";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"2024";3957131.07;3955158.69;"Yellow";"Yellow"
"ENCREC_003";"15";"Møre og Romsdal";"Endring 2018-2024";NA;-2166.43000000017;"Yellow";"Yellow"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2018";16195264.95;16195264.95;"Yellow";"Yellow"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2019";16195021.25;16194903.05;"Yellow";"Yellow"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2020";16194663.76;16194183.66;"Yellow";"Yellow"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2021";16194588.71;16193389.22;"Orange";"Orange"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2022";16194919.39;16192925.46;"Orange";"Orange"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2023";16194983.54;16192525.85;"Orange";"Orange"
"ENCREC_003";"18";"Nordland - Nordlánnda";"2024";16195185.05;16192327.75;"Orange";"Orange"
"ENCREC_003";"18";"Nordland - Nordlánnda";"Endring 2018-2024";NA;-2937.20000000112;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2018";1276458.32;1276458.32;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2019";1276393.28;1276194.82;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2020";1276116.7;1275654.74;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2021";1276252.35;1275250.31;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2022";1276178.17;1274771.7;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2023";1276417;1274531.92;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"2024";1276584.97;1274460.11;"Yellow";"Yellow"
"ENCREC_003";"31";"Østfold";"Endring 2018-2024";NA;-1998.20999999996;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2018";2400132.81;2400132.81;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2019";2399820.28;2399241.97;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2020";2399569.14;2398099.99;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2021";2399178.49;2396567.36;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2022";2399832.2;2395688.44;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2023";2399868.57;2394845.89;"Yellow";"Yellow"
"ENCREC_003";"32";"Akershus";"2024";2400390.89;2394525.66;"Orange";"Yellow"
"ENCREC_003";"32";"Akershus";"Endring 2018-2024";NA;-5607.14999999991;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2018";7900539.44;7900539.44;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2019";7900150.93;7899012.88;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2020";7899107.13;7896442.52;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2021";7897186.09;7891951.12;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2022";7898583.93;7888857.56;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2023";7900002.4;7887182.47;"Yellow";"Yellow"
"ENCREC_003";"33";"Buskerud";"2024";7900062.41;7885567.39;"Orange";"Yellow"
"ENCREC_003";"33";"Buskerud";"Endring 2018-2024";NA;-14972.0499999998;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2018";16119772.87;16119772.87;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2019";16119316.9;16118250.3;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2020";16118956.34;16116367.17;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2021";16117711.66;16113239.36;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2022";16118527.05;16110926.94;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2023";16118800.96;16108888.43;"Yellow";"Yellow"
"ENCREC_003";"34";"Innlandet";"2024";16119564.69;16107613.65;"Orange";"Yellow"
"ENCREC_003";"34";"Innlandet";"Endring 2018-2024";NA;-12159.2200000007;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2018";922956.01;922956.01;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2019";922884.6;922614.09;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2020";922605.7;921993.27;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2021";922424.61;921191.36;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2022";922589.21;920554.05;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2023";922706.93;920034.46;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"2024";923043.1;919851.04;"Yellow";"Yellow"
"ENCREC_003";"39";"Vestfold";"Endring 2018-2024";NA;-3104.96999999997;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2018";1500429.93;1500429.93;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2019";1500393.78;1500200.47;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2020";1500143.8;1499721.03;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2021";1499947.32;1499045.11;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2022";1499987.82;1498409.69;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"2023";1500156.37;1497942.82;"Green";"Yellow"
"ENCREC_003";"40";"Telemark";"2024";1499707.93;1497027.51;"Yellow";"Yellow"
"ENCREC_003";"40";"Telemark";"Endring 2018-2024";NA;-3402.41999999993;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2018";1264023.66;1264023.66;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2019";1263845.18;1263532.22;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2020";1263616.54;1262812.14;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2021";1263780.34;1262255.86;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2022";1263613.27;1261532.51;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2023";1263973.62;1261169.51;"Yellow";"Yellow"
"ENCREC_003";"42";"Agder";"2024";1264097.12;1260930.01;"Orange";"Yellow"
"ENCREC_003";"42";"Agder";"Endring 2018-2024";NA;-3093.65000000014;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2018";18073491.59;18073491.59;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2019";18073246.13;18072789.84;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2020";18072726.82;18071568.78;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2021";18072529.31;18070150.21;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2022";18072489.07;18068691.4;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2023";18072985.28;18067728.8;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"2024";18071976.83;18065757.75;"Yellow";"Yellow"
"ENCREC_003";"46";"Vestland";"Endring 2018-2024";NA;-7733.83999999985;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2018";22235117.96;22235117.96;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2019";22234595.61;22233934.36;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2020";22234490.51;22232645.66;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2021";22234279.23;22231145.68;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2022";22234458.84;22229825.31;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2023";22234379.43;22228425.53;"Yellow";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"2024";22235240.89;22227887.21;"Orange";"Yellow"
"ENCREC_003";"50";"Trøndelag - Trööndelage";"Endring 2018-2024";NA;-7230.75;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2018";11594947.84;11594947.84;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2019";11594882.48;11594812.29;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2020";11594774.49;11594568.75;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2021";11594773.81;11594324.53;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2022";11594692.33;11593998.83;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2023";11594598.67;11593579.47;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"2024";11594412.65;11592974.09;"Yellow";"Yellow"
"ENCREC_003";"55";"Troms – Romsa – Tromssa";"Endring 2018-2024";NA;-1973.75;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2018";8944646.92;8944646.92;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2019";8944587.08;8944553.52;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2020";8944555.08;8944428.12;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2021";8944458.92;8944206.56;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2022";8944544.43;8944070.51;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2023";8944546.56;8943936.59;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"2024";8944633.55;8943889.66;"Yellow";"Yellow"
"ENCREC_003";"56";"Finnmark – Finnmárku – Finmarkku";"Endring 2018-2024";NA;-757.259999999776;"Yellow";"Yellow"
